scenario,variation,empirical,empirical_100_obs,empirical_5000_obs,extra_info,percent_diff,correct,percent_diff_100_obs,correct_100_obs,percent_diff_5000_obs,correct_5000_obs
semi_major_axis_star2,"9.6 M, 3.1 M",3543555303085.2017,3543423257154.256,3543555439253.092,3543555302413.795,1.8947262875336022e-08,True,0.003726349619804609,True,3.861638529580389e-06,True
semi_major_axis,"0.18 M, 0.63 M",796777611120.4698,796747920245.6216,796777641733.2096,796777610965.9333,1.9395185920961426e-08,True,0.003726349724582939,True,3.861463452495612e-06,True
semi_major_axis,"9.6 M, 3.1 M, cgs",4687828369747.842,4687653683943.664,4687828549845.221,4687828368818.249,1.982992337391909e-08,True,0.003726349619514699,True,3.861638213630301e-06,True
semi_major_axis,"9.6 M, 3.1 M, yrAUMsun",4687828369747.842,4687653683943.664,4687828549845.221,4687828368818.249,1.982992337391909e-08,True,0.003726349619514699,True,3.861638213630301e-06,True
semi_major_axis,"9.6 M, 3.1 M",4687828369747.842,4687653683943.664,4687828549845.221,4687828368818.249,1.982992337391909e-08,True,0.003726349619514699,True,3.861638213630301e-06,True
eccentricity,"9.6 M, 3.1 M, Proper Motion",0.8000263711916423,0.7936854189930341,0.8000263114491262,0.8000263713549001,2.040654489715491e-08,True,0.7925929180468256,True,7.487974902074065e-06,True
semi_major_axis_star1,"9.6 M, 3.1 M, cgs",1144273066662.6404,1144230426789.4084,1144273110592.1296,1144273066404.4546,2.2563302291724717e-08,True,0.003726349618638248,True,3.861637256540089e-06,True
semi_major_axis_star1,"9.6 M, 3.1 M, yrAUMsun",1144273066662.6404,1144230426789.4084,1144273110592.1296,1144273066404.4546,2.2563302291724717e-08,True,0.003726349618638248,True,3.861637256540089e-06,True
semi_major_axis_star1,"9.6 M, 3.1 M",1144273066662.6404,1144230426789.4084,1144273110592.1296,1144273066404.4546,2.2563302291724717e-08,True,0.003726349618638248,True,3.861637256540089e-06,True
semi_major_axis_star2,"0.18 M, 0.63 M",177061691374.0602,177055093387.9235,177061698161.25754,177061691325.76297,2.7277069844588184e-08,True,0.0037263497203008597,True,3.860515799148763e-06,True
mass_ratio,"21.3 M, 3.1 M",6.870967739898423,6.870967741931694,6.8709677416539,6.870967741935483,2.9647356452983868e-08,True,5.514462126369144e-11,True,4.0981528030269934e-09,True
semi_minor_axis_star2,"21.3 M, 3.1 M",2440097395127.0376,2440089202777.0645,2440097761830.29,2440097394113.373,4.1541970956842576e-08,True,0.00033569710489241066,True,1.5069763931525368e-05,True
semi_major_axis_star1,"21.3 M, 3.1 M",443922663971.6442,443906121665.6561,443922680933.11426,443922663777.8899,4.3645965684021905e-08,True,0.0037263500117311536,True,3.86446238613709e-06,True
semi_minor_axis,"9.6 M, 3.1 M, Proper Motion",3333638582828.975,3392053440420.2646,3333639022160.69,3333638581352.1504,4.4300684402093706e-08,True,1.7522853075578673,True,1.3223045294009818e-05,True
semi_minor_axis_star1,"0.18 M, 0.63 M",495763542716.5943,495761878233.1326,495763617212.7814,495763542495.2533,4.4646486569771917e-08,True,0.0003356967542006053,True,1.5071202634245187e-05,True
semi_minor_axis,"21.3 M, 3.1 M",2795228941001.988,2795219556233.077,2795229360984.464,2795228939735.508,4.5308631520843786e-08,True,0.00033569709791112694,True,1.5070284586225956e-05,True
semi_minor_axis_star2,"9.6 M, 3.1 M",2834791676141.0728,2834782158523.71,2834792102059.653,2834791674825.0366,4.6424439033733435e-08,True,0.0003356966725693345,True,1.5071111574267849e-05,True
semi_minor_axis,"0.18 M, 0.63 M",637410269221.404,637408129156.8926,637410364986.1361,637410268922.4686,4.689843251349446e-08,True,0.0003356967529981973,True,1.5070931888634736e-05,True
semi_minor_axis,"9.6 M, 3.1 M",3750193154928.0615,3750180563880.335,3750193718349.737,3750193153153.955,4.7307068539135276e-08,True,0.00033569667230418424,True,1.5071111237642392e-05,True
eccentricity,"9.6 M, 3.1 M",0.6000197786192455,0.5999836114301397,0.6000196593529639,0.600019778912312,4.884279990235981e-08,True,0.0060277149926358554,True,1.9925901160329318e-05,True
eccentricity,"0.18 M, 0.63 M",0.6000197786189642,0.5999836114298764,0.6000196593530097,0.6000197789123112,4.8889557254064407e-08,True,0.006027715036377209,True,1.992589338902435e-05,True
eccentricity,"21.3 M, 3.1 M",0.6000197786185362,0.5999836114299788,0.600019659353743,0.6000197789123114,4.896092373824499e-08,True,0.006027715019354348,True,1.9925771213008e-05,True
semi_minor_axis_star1,"9.6 M, 3.1 M",915401478786.9893,915398405356.6252,915401616290.0846,915401478328.9182,5.004045282492791e-08,True,0.0003356966714297333,True,1.5071110288535532e-05,True
semi_minor_axis_star2,"0.18 M, 0.63 M",141646726504.80978,141646250923.75998,141646747773.35458,141646726427.21524,5.478032949593295e-08,True,0.0003356967487035901,True,1.5069984235908458e-05,True
orbital_area_star2,"21.3 M, 3.1 M",2.338203258919117e+25,2.338108278993661e+25,2.3382037002453526e+25,2.338203257620465e+25,5.554059841418338e-08,True,0.004062034662482805,True,1.8930128775403223e-05,True
orbital_area_star1,"0.18 M, 0.63 M",9.651995529725961e+23,9.651603456424988e+23,9.65199735116829e+23,9.651995523762015e+23,6.178977122933372e-08,True,0.004062033970712584,True,1.8932937454682893e-05,True
orbital_area_star2,"9.6 M, 3.1 M",3.15580555714547e+25,3.1556773651946884e+25,3.1558061525632638e+25,3.1558055550824566e+25,6.537200095794482e-08,True,0.004062033782842018,True,1.8932750979844318e-05,True
semi_minor_axis_star1,"21.3 M, 3.1 M",355131545874.9499,355130353456.01276,355131599154.1735,355131545622.1342,7.118930349744966e-08,True,0.00033569704977108545,True,1.5073862056624953e-05,True
orbital_area_star1,"9.6 M, 3.1 M",3.290721723780518e+24,3.290588051163374e+24,3.290722344415385e+24,3.290721721391321e+24,7.260403928096226e-08,True,0.004062033780554478,True,1.893274840380923e-05,True
orbital_area_star2,"0.18 M, 0.63 M",7.879180025863018e+22,7.878859964429428e+22,7.87918151096579e+22,7.879180019397564e+22,8.205744974655298e-08,True,0.004062033959717957,True,1.8930500672001565e-05,True
periastron,"21.3 M, 3.1 M",1397571278362.0762,1397645566815.0732,1397571748795.6572,1397571277087.3132,9.121273171196436e-08,True,0.005315630692900146,True,3.3752006193002963e-05,True
periastron,"0.18 M, 0.63 M",318695285287.4184,318712225657.4104,318695392560.35474,318695284991.8744,9.273560678978717e-08,True,0.005315631053795688,True,3.375276805536119e-05,True
periastron,"9.6 M, 3.1 M",1875038629126.7231,1875138297517.346,1875039260261.993,1875038627381.0552,9.310037368074104e-08,True,0.0053156310934236554,True,3.375295465929211e-05,True
orbital_area_star1,"21.3 M, 3.1 M",4.95275040920812e+23,4.952549221087938e+23,4.952751341488585e+23,4.952750403520616e+23,1.1483527224953576e-07,True,0.004062034552248724,True,1.893832502207129e-05,True
semi_major_axis_star1,"9.6 M, 3.1 M, Proper Motion",1356284163068.9246,1361076572166.6487,1356284156900.516,1356284158178.125,3.606028671098399e-07,True,0.35334881408341856,True,9.419920442298329e-08,True
semi_major_axis,"9.6 M, 3.1 M, Proper Motion2",1898254666674.85,1899132872717.0225,1898258189315.5198,1898254654501.7915,6.41276372739615e-07,True,0.0462645100407485,True,0.00018621388441685227,True
semi_major_axis_star1,"9.6 M, 3.1 M, Proper Motion2",463353503272.5714,463567866568.5139,463354361157.0503,463353498342.95703,1.0638992470137984e-06,True,0.046264509995825556,True,0.0001862107648582154,True
eccentricity,"9.6 M, 3.1 M, Proper Motion2",0.9000296554456851,0.8990601238082644,0.9000261195322447,0.9000296676139213,1.3519816773028959e-06,True,0.10772353851704862,True,0.0003942183023912598,True
min_acceleration_star1,"21.3 M, 3.1 M",1.3166377062008357e-05,1.3529684003700214e-05,1.3166512723490515e-05,1.316637686375074e-05,1.505787200094634e-06,True,2.759355468167715,True,0.0010318688366707126,True
min_velocity_star1,"9.6 M, 3.1 M",2314.42788195539,2276.0099285843603,2314.4133193203643,2314.4279209254137,1.6837864412306358e-06,True,1.6599347075666162,True,0.0006308947847273761,True
min_velocity_star1,"21.3 M, 3.1 M",1934.0545812576254,1901.950570016032,1934.0424119689342,1934.0546138265163,1.683969556428008e-06,True,1.6599347082017775,True,0.0006308951926632361,True
min_velocity_star2,"21.3 M, 3.1 M",13288.82663896014,13068.241013321549,13288.743024151201,13288.826862750208,1.6840468339286268e-06,True,1.659934708360004,True,0.0006308954121557545,True
min_velocity_star2,"9.6 M, 3.1 M",7167.260537647276,7048.288811102716,7167.215440478907,7167.2606583489605,1.6840699762089207e-06,True,1.659934707518378,True,0.0006308947338303837,True
min_velocity_star2,"0.18 M, 0.63 M",1290.717223265961,1269.2921814808494,1290.7091019402405,1290.7172450069988,1.6844152358316028e-06,True,1.6599347075457442,True,0.0006308947052341751,True
min_velocity_star1,"0.18 M, 0.63 M",4517.51028142858,4442.522635182228,4517.481856790267,4517.510357530894,1.6846074020057474e-06,True,1.6599347077015028,True,0.0006308948595953682,True
min_acceleration_star2,"0.18 M, 0.63 M",1.4701910013274475e-05,1.5107587597068609e-05,1.470206135251014e-05,1.4701909648862373e-05,2.4786718910062565e-06,True,2.759355470788293,True,0.0010318635564377228,True
min_acceleration_star2,"9.6 M, 3.1 M",2.2651831749951015e-05,2.327687570505635e-05,2.2652064898120165e-05,2.2651831162486568e-05,2.5934523488491715e-06,True,2.7593554714680684,True,0.0010318619802550297,True
min_acceleration_star2,"21.3 M, 3.1 M",9.046575306614949e-05,9.296202234793932e-05,9.046668418857454e-05,9.046575070899702e-05,2.605574425389486e-06,True,2.7593554680954355,True,0.0010318596487639295,True
min_acceleration_star1,"0.18 M, 0.63 M",5.1456685133152404e-05,5.2876556589746785e-05,5.145721473288985e-05,5.1456683771018305e-05,2.647147075049149e-06,True,2.7593554708012267,True,0.001031861815863785,True
min_acceleration_star1,"9.6 M, 3.1 M",7.314654007579619e-06,7.516491113091203e-06,7.31472929005744e-06,7.314653812886287e-06,2.661688942061224e-06,True,2.7593554714693007,True,0.0010318625198563794,True
semi_minor_axis,"9.6 M, 3.1 M, Proper Motion2",827313784320.3672,831488203847.5098,827329180552.6191,827313731314.4777,6.406987762931091e-06,True,0.5045815601778412,True,0.0018673977666166575,True
specific_angular_momentum,"9.6 M, 3.1 M",7.111851549228243e+16,6.27915148587314e+16,7.111486925859499e+16,7.111852507399181e+16,1.3472874143595044e-05,True,11.708637386105766,True,0.005140454463886146,True
area_swept_over_time_peri,"9.6 M, 3.1 M",3.5559257746141216e+16,3.13957574293657e+16,3.5557434629297496e+16,3.5559262536995904e+16,1.3472874143595044e-05,True,11.708637386105766,True,0.005140454463886146,True
area_swept_over_time_apo,"9.6 M, 3.1 M",3.5559257746141216e+16,3.13957574293657e+16,3.5557434629297496e+16,3.5559262536995904e+16,1.3472874143595044e-05,True,11.708637386105766,True,0.005140454463886146,True
area_swept_over_time_peri,"0.18 M, 0.63 M",3702337838755179.0,3268844966814309.0,3702148020550222.0,3702338337570782.5,1.3472988096147047e-05,True,11.708637386201223,True,0.005140454577832365,True
specific_angular_momentum,"0.18 M, 0.63 M",7404675677510358.0,6537689933628618.0,7404296041100444.0,7404676675141565.0,1.3472988096147047e-05,True,11.708637386201223,True,0.005140454577832365,True
area_swept_over_time_apo,"0.18 M, 0.63 M",3702337838755179.0,3268844966814309.0,3702148020550222.0,3702338337570782.5,1.3472988096147047e-05,True,11.708637386201223,True,0.005140454577832365,True
area_swept_over_time_peri,"21.3 M, 3.1 M",4.255274819385257e+16,3.75704062718485e+16,4.255056652199273e+16,4.255275392717469e+16,1.3473445525551835e-05,True,11.708637386555624,True,0.005140455035421568,True
specific_angular_momentum,"21.3 M, 3.1 M",8.510549638770514e+16,7.5140812543697e+16,8.510113304398546e+16,8.510550785434938e+16,1.3473445525551835e-05,True,11.708637386555624,True,0.005140455035421568,True
area_swept_over_time_apo,"21.3 M, 3.1 M",4.255274819385257e+16,3.75704062718485e+16,4.255056652199273e+16,4.255275392717469e+16,1.3473445525551835e-05,True,11.708637386555624,True,0.005140455035421568,True
period,"9.6 M, 3.1 M, Proper Motion2",400217938.89044404,399768842.31050944,400209104.20362544,400218004.68156254,1.6438820276205275e-05,True,0.11222942641235747,True,0.0022239074286985344,True
periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",59077468035.47459,102119019676.93896,59101612561.90091,59077455855.83356,2.0616393940659584e-05,True,72.85615671422875,False,0.0408898889050026,True
max_velocity_star1,"9.6 M, 3.1 M",9258.2739375104,7515.8892374851375,9254.492539488396,9258.283917522183,0.00010779548211141761,True,18.819844968670687,True,0.04095119643730173,True
max_velocity_star1,"9.6 M, 3.1 M, yrAUMsun",9258.2739375104,7515.8892374851375,9254.492539488396,9258.283917522183,0.00010779548211141761,True,18.819844968670687,True,0.04095119643730173,True
max_velocity_star1,"9.6 M, 3.1 M, cgs",9258.2739375104,7515.8892374851375,9254.492539488396,9258.283917522183,0.00010779548211141761,True,18.819844968670687,True,0.04095119643730173,True
max_velocity_star2,"21.3 M, 3.1 M",53158.535762181906,43154.228256052964,53136.8239846212,53158.59306475098,0.00010779549602779576,True,18.819844980682586,True,0.04095119692739641,True
max_velocity_star2,"0.18 M, 0.63 M",5163.182539459954,4191.484108278049,5161.073717832678,5163.188105144224,0.00010779549683663515,True,18.81984496939092,True,0.040951196595752595,True
max_velocity_star2,"9.6 M, 3.1 M",28670.78380647733,23275.011832210657,28659.073670670576,28670.814712327487,0.00010779550726182001,True,18.819844968677558,True,0.040951196450872786,True
max_velocity_star1,"0.18 M, 0.63 M",18071.13888810027,14670.194378971657,18063.758012419374,18071.158367998636,0.0001077955157501306,True,18.819844969371673,True,0.04095119653407131,True
max_velocity_star1,"21.3 M, 3.1 M",7736.688303408512,6280.662328349812,7733.528373347013,7736.696643227645,0.00010779560731573453,True,18.81984498064015,True,0.040951196960850596,True
max_velocity_star1,"9.6 M, 3.1 M, Proper Motion",13502.591269166674,7868.009111674835,13461.566091321605,13502.610636750065,0.00014343584297684547,True,41.72971936063631,False,0.3039748870248024,True
period,"0.18 M, 0.63 M",430953721.6707525,430463444.3992298,430943916.1253221,430953037.9049275,0.00015866365123153706,True,0.11360715962876602,True,0.0021166528143609455,True
period,"21.3 M, 3.1 M",721067172.3795933,720246845.6760792,721050765.8455229,721066028.3082546,0.0001586638801078666,True,0.11360715940222416,True,0.0021166525855513384,True
period,"9.6 M, 3.1 M, cgs",1553184885.5071597,1551417894.738654,1553149545.6917892,1553182421.166983,0.00015866392403341613,True,0.11360715935757339,True,0.0021166525416272714,True
period,"9.6 M, 3.1 M, yrAUMsun",1553184885.5071597,1551417894.738654,1553149545.6917892,1553182421.166983,0.00015866392403341613,True,0.11360715935757339,True,0.0021166525416272714,True
period,"9.6 M, 3.1 M",1553184885.5071597,1551417894.738654,1553149545.6917892,1553182421.166983,0.00015866392403341613,True,0.11360715935757339,True,0.0021166525416272714,True
max_velocity_star1,"9.6 M, 3.1 M, Proper Motion2",30721.432634620494,10947.89412607427,29943.15349846321,30721.48987517957,0.00018632090861526326,True,64.36405209983235,False,2.53352418739689,True
multiply_mass_period,"21.3 M, 3.1 M",157937.54,157578.39,157930.35,157937.04,0.000316581848057935,True,0.22708415961195305,True,0.004235865127016644,True
multiply_mass_period,"9.6 M, 3.1 M",732791.19,731124.8,732757.84,732788.86,0.0003179633489458465,True,0.2270858757323275,True,0.004233142954713944,True
multiply_mass_period,"0.18 M, 0.63 M",56415.08,56286.79,56412.51,56414.9,0.00031906464427002625,True,0.22708539765203978,True,0.0042364694433552445,True
period,"9.6 M, 3.1 M, Proper Motion",2004266694.942342,2002006399.2660162,2004208985.265502,2004259665.2019632,0.0003507400014532694,True,0.11242385281050331,True,0.002528611304269469,True
max_acceleration_star2,"0.18 M, 0.63 M",0.00023525821489185265,5.944730013293707e-05,0.0002347214409921498,0.0002352596350653,0.0006036621824026304,True,74.73119427544952,False,0.22876600696962432,True
max_acceleration_star1,"21.3 M, 3.1 M",0.0002106868013426023,5.323835989677096e-05,0.0002102060904919454,0.0002106880731871,0.0006036623138907497,True,74.73119427624503,False,0.22876600837607422,True
max_acceleration_star2,"9.6 M, 3.1 M",0.0003624719162732577,9.159287724144004e-05,0.00036164488686074174,0.0003624741043942,0.0006036626936317726,True,74.73119427537632,False,0.22876600656593474,True
max_acceleration_star2,"21.3 M, 3.1 M",0.0014476222156580294,0.0003657990534842302,0.0014443192669271407,0.0014476309544793,0.0006036636093974776,True,74.73119427625082,False,0.2287660084852545,True
max_acceleration_star1,"0.18 M, 0.63 M",0.0008234037520992256,0.00020806555046528572,0.0008215250434727472,0.0008234087227286,0.0006036648917189482,True,74.73119427545033,False,0.22876600694861196,True
max_acceleration_star1,"9.6 M, 3.1 M",0.00011704822295887803,2.9576866609215117e-05,0.00011678116138217294,0.0001170489295439,0.0006036663681860354,True,74.7311942753632,False,0.228766006464529,True
max_acceleration_star1,"9.6 M, 3.1 M, Proper Motion",0.00033331316278693737,2.328362596253779e-05,0.00032611581423246946,0.0003333166416492,0.0010437109426622852,True,93.01456241508555,False,2.1603564049793382,True
max_acceleration_star1,"9.6 M, 3.1 M, Proper Motion2",0.01142696122332389,0.00020855269818991507,0.009738931886483426,0.0114271138604695,0.0013357453813284818,True,98.17493112664806,False,14.773476440329377,False
K+U,"10.1 M, 5.6 M, Unbound",1.3771389664425283e+40,1.376665623826906e+40,1.3771389963848082e+40,1.3771682288844375e+40,0.002124826967061533,True,0.036495545496187054,True,0.002122652775177271,True
mass_star2,"21.3 M, 3.1 M",6.165697203506665e+30,6.380194184523636e+30,6.165862779050406e+30,6.1659e+30,0.0032890006865987417,True,3.475472915934996,True,0.0006036580157616216,True
reduced_mass,"21.3 M, 3.1 M",5.382350427448574e+30,5.569595743046882e+30,5.382494966929911e+30,5.382527459016394e+30,0.0032890044531588315,True,3.475472915927733,True,0.0006036585364429861,True
mass_star2,"9.6 M, 3.1 M",6.165697202250085e+30,6.380194184528698e+30,6.165862778820279e+30,6.1659e+30,0.0032890210661010253,True,3.4754729160170936,True,0.00060366174801783,True
mass_star1,"0.18 M, 0.63 M",3.5800822464485135e+29,3.7046288813391596e+29,3.580178387663002e+29,3.5802e+29,0.003289021604553905,True,3.4754729160147426,True,0.0006036628399999695,True
reduced_mass,"9.6 M, 3.1 M",4.6606844992975096e+30,4.822823950509868e+30,4.660809659580698e+30,4.66083779527559e+30,0.003289021948714306,True,3.4754729160168014,True,0.0006036617476947593,True
reduced_mass,"9.6 M, 3.1 M, yrAUMsun",4.6606844992975096e+30,4.822823950509868e+30,4.660809659580698e+30,4.66083779527559e+30,0.003289021948714306,True,3.4754729160168014,True,0.0006036617476947593,True
reduced_mass,"9.6 M, 3.1 M, cgs",4.6606844992975096e+30,4.822823950509868e+30,4.660809659580698e+30,4.66083779527559e+30,0.003289021948714306,True,3.4754729160168014,True,0.0006036617476947593,True
total_mass,"9.6 M, 3.1 M",2.52594691827212e+31,2.6138214885004433e+31,2.5260147513231705e+31,2.52603e+31,0.003289023799400006,True,3.4754729160161784,True,0.0006036617470631284,True
reduced_mass,"0.18 M, 0.63 M",2.784508413841693e+29,2.881378018819311e+29,2.7845831904120965e+29,2.7845999999999997e+29,0.0032890238564497474,True,3.4754729160134827,True,0.0006036625692456589,True
mass_largest_star,"9.6 M, 3.1 M",1.9093771980471113e+31,1.9758020700475735e+31,1.9094284734411429e+31,1.9094399999999999e+31,0.003289024682027802,True,3.475472916015883,True,0.0006036617467430463,True
mass_star1,"9.6 M, 3.1 M",1.9093771980471113e+31,1.9758020700475735e+31,1.9094284734411429e+31,1.9094399999999999e+31,0.003289024682027802,True,3.475472916015883,True,0.0006036617467430463,True
mass_star1,"9.6 M, 3.1 M, yrAUMsun",1.9093771980471113e+31,1.9758020700475735e+31,1.9094284734411429e+31,1.9094399999999999e+31,0.003289024682027802,True,3.475472916015883,True,0.0006036617467430463,True
mass_star1,"9.6 M, 3.1 M, cgs",1.9093771980471113e+31,1.9758020700475735e+31,1.9094284734411429e+31,1.9094399999999999e+31,0.003289024682027802,True,3.475472916015883,True,0.0006036617467430463,True
total_mass,"21.3 M, 3.1 M",4.853000378278288e+31,5.021830261364572e+31,4.853130703337022e+31,4.853159999999999e+31,0.0032890265664252743,True,3.475472915885178,True,0.0006036615932140354,True
total_mass,"0.18 M, 0.63 M",1.611037010774851e+30,1.6670829966025502e+30,1.6110802744636183e+30,1.61109e+30,0.003289029486188261,True,3.47547291601029,True,0.0006036618923658881,True
mass_largest_star,"21.3 M, 3.1 M",4.236430657927622e+31,4.383810842912209e+31,4.236544425431981e+31,4.23657e+31,0.00328903033298077,True,3.475472915877932,True,0.0006036621138920692,True
mass_star1,"21.3 M, 3.1 M",4.236430657927622e+31,4.383810842912209e+31,4.236544425431981e+31,4.23657e+31,0.00328903033298077,True,3.475472915877932,True,0.0006036621138920692,True
mass_largest_star,"0.18 M, 0.63 M",1.2530287861299996e+30,1.2966201084686342e+30,1.2530624356973179e+30,1.25307e+30,0.003289031738078176,True,3.475472916009023,True,0.0006036616216189091,True
mass_star2,"0.18 M, 0.63 M",1.2530287861299996e+30,1.2966201084686342e+30,1.2530624356973179e+30,1.25307e+30,0.003289031738078176,True,3.475472916009023,True,0.0006036616216189091,True
min_momentum_star2,"21.3 M, 3.1 M",8.19348812457214e+34,8.337791531514742e+34,8.193656599297962e+34,8.1937577553031505e+34,0.0032906846780475702,True,1.7578476263637373,True,0.0012345496194676817,True
min_momentum_star2,"9.6 M, 3.1 M",4.419115824476925e+34,4.4969451283476235e+34,4.4192066912234885e+34,4.419261249331386e+34,0.0032907050806964167,True,1.7578476273153325,True,0.0012345526733817647,True
min_momentum_star1,"0.18 M, 0.63 M",1.6173058356691087e+33,1.6457897660299033e+33,1.617339091034024e+33,1.6173590582032106e+33,0.0032907061565539304,True,1.7578476271235401,True,0.0012345538911199994,True
min_momentum_star1,"9.6 M, 3.1 M",4.419115824330093e+34,4.496945128345809e+34,4.419206691221731e+34,4.419261249331821e+34,0.003290708413081439,True,1.7578476272642556,True,0.0012345527229916436,True
min_momentum_star1,"9.6 M, 3.1 M, yrAUMsun",4.419115824330093e+34,4.496945128345809e+34,4.419206691221731e+34,4.419261249331821e+34,0.003290708413081439,True,1.7578476272642556,True,0.0012345527229916436,True
min_momentum_star1,"9.6 M, 3.1 M, cgs",4.419115824330093e+34,4.496945128345809e+34,4.419206691221731e+34,4.419261249331821e+34,0.003290708413081439,True,1.7578476272642556,True,0.0012345527229916436,True
min_momentum_star1,"21.3 M, 3.1 M",8.193488122145172e+34,8.337791531519338e+34,8.193656598976011e+34,8.193757755299004e+34,0.0032907142471586045,True,1.7578476264713392,True,0.0012345534980818284,True
min_momentum_star2,"0.18 M, 0.63 M",1.6173058355060308e+33,1.6457897660300884e+33,1.6173390910539357e+33,1.61735905820092e+33,0.003290716097906921,True,1.7578476272790946,True,0.001234552518384041,True
mass_star2,"9.6 M, 3.1 M, Proper Motion",6.165696939891456e+30,6.459147347498521e+30,6.165954265296092e+30,6.1659e+30,0.0032932760593633727,True,4.7559536725947735,True,0.000880087190718378,True
reduced_mass,"9.6 M, 3.1 M, Proper Motion",4.660684295713828e+30,4.882505081573312e+30,4.660878814754934e+30,4.66083779527559e+30,0.0032933899119524496,True,4.755953672586778,True,0.0008800881117420773,True
mass_star1,"9.6 M, 3.1 M, Proper Motion",1.9093771079634423e+31,2.0002520818053678e+31,1.9094568048089e+31,1.9094399999999999e+31,0.003293742487721103,True,4.755953672562006,True,0.0008800909638448896,True
mass_star2,"9.6 M, 3.1 M, Proper Motion2",6.165696884232159e+30,6.429947788867797e+30,6.1659704656076e+30,6.1659e+30,0.003294178754776729,True,4.28238844074339,True,0.0011428276099304446,True
min_momentum_star1,"9.6 M, 3.1 M, Proper Motion",1.2812088955489615e+34,1.305736117154318e+34,1.281249668424028e+34,1.2812511029218847e+34,0.0032942311485200863,True,1.9110238560259931,True,0.00011196071195659484,True
reduced_mass,"9.6 M, 3.1 M, Proper Motion2",4.660684252586616e+30,4.8604329742629766e+30,4.6608910606637196e+30,4.66083779527559e+30,0.0032943152222484544,True,4.282388440758526,True,0.001142828617280129,True
mass_star1,"9.6 M, 3.1 M, Proper Motion2",1.9093770889579558e+31,1.9912096378441133e+31,1.9094618216863162e+31,1.9094399999999999e+31,0.0032947378312008233,True,4.282388440805336,True,0.0011428317368598342,True
min_momentum_star1,"9.6 M, 3.1 M, Proper Motion2",5.0795545402753415e+34,5.2644253147315925e+34,5.079767674926704e+34,5.079721904657384e+34,0.0032947548150006317,True,3.63609295038104,True,0.0009010388792749423,True
max_momentum_star2,"21.3 M, 3.1 M",3.27759435291394e+35,2.7533235615687466e+35,3.2763436520372876e+35,3.2777056897794805e+35,0.0033967926372318394,True,15.998450679872164,True,0.04155460773796753,True
max_momentum_star2,"9.6 M, 3.1 M",1.7677537150191432e+35,1.4849909513670706e+35,1.7670791562145596e+35,1.7678137643474005e+35,0.0033968130279499425,True,15.998450667383265,True,0.04155461099218578,True
max_momentum_star1,"0.18 M, 0.63 M",6.469616350639311e+33,5.43476257911978e+33,6.467147603603823e+33,6.469836118910871e+33,0.0033968135748855457,True,15.9984506681034,True,0.04155461216691633,True
