model,scenario_name,variation_name,max_observations_total,observations_attempted,percent_error,human_percent_diff,true_answer,correct
claude-3-5-sonnet-20241022_11-01_21_46_53,max_velocity_star1,"9.6 M, 3.1 M",100,20,0.09820289633064047,0.18819844968670685,9258.283917522183,True
gpt-4o-2024-11-20_11-01_21_46_36,max_velocity_star1,"9.6 M, 3.1 M",10,10,0.9983511001995443,0.92095221507558,9258.283917522183,False
gpt-4o-2024-11-20_11-01_21_46_36,max_velocity_star1,"9.6 M, 3.1 M",10,10,0.9983701463526282,0.92095221507558,9258.283917522183,False
gpt-4o-2024-11-20_11-01_21_46_36,max_velocity_star1,"9.6 M, 3.1 M",10,5,0.9417178649712262,0.92095221507558,9258.283917522183,False
gpt-4o-2024-11-20_11-01_21_46_36,max_velocity_star1,"9.6 M, 3.1 M",20,10,0.9983511001995443,0.7289083453365602,9258.283917522183,False
gpt-4o-2024-11-20_11-01_21_46_36,max_velocity_star1,"9.6 M, 3.1 M",20,11,0.8954057385393838,0.7289083453365602,9258.283917522183,False
gpt-4o-2024-11-20_11-01_21_46_36,max_velocity_star1,"9.6 M, 3.1 M",20,10,0.9983511001995443,0.7289083453365602,9258.283917522183,False
gpt-4o-2024-11-20_11-01_21_46_36,max_velocity_star1,"9.6 M, 3.1 M",30,5,0.9417178649712262,0.5956664719673993,9258.283917522183,False
gpt-4o-2024-11-20_11-01_21_46_36,max_velocity_star1,"9.6 M, 3.1 M",30,30,0.7546282072342542,0.5956664719673993,9258.283917522183,False
gpt-4o-2024-11-20_11-01_21_46_36,max_velocity_star1,"9.6 M, 3.1 M",30,11,0.8954057385393838,0.5956664719673993,9258.283917522183,False
gpt-4o-2024-11-20_11-01_21_46_36,max_velocity_star1,"9.6 M, 3.1 M",50,16,0.7661038736102158,0.4138734859566263,9258.283917522183,False
gpt-4o-2024-11-20_11-01_21_46_36,max_velocity_star1,"9.6 M, 3.1 M",50,5,0.9403882007659649,0.4138734859566263,9258.283917522183,False
gpt-4o-2024-11-20_11-01_21_46_36,max_velocity_star1,"9.6 M, 3.1 M",50,5,0.9403882007659649,0.4138734859566263,9258.283917522183,False
gpt-4o-2024-11-20_11-01_21_46_36,max_velocity_star1,"9.6 M, 3.1 M",70,24,0.6527739301299836,0.29081505787297873,9258.283917522183,False
gpt-4o-2024-11-20_11-01_21_46_36,max_velocity_star1,"9.6 M, 3.1 M",70,11,0.7661038736102158,0.29081505787297873,9258.283917522183,False
gpt-4o-2024-11-20_11-01_21_46_36,max_velocity_star1,"9.6 M, 3.1 M",70,13,0.5130602578605722,0.29081505787297873,9258.283917522183,False
gpt-4o-2024-11-20_11-01_21_46_36,max_velocity_star1,"9.6 M, 3.1 M",100,10,0.9983511001995443,0.18819844968670685,9258.283917522183,False
gpt-4o-2024-11-20_11-01_21_46_36,max_velocity_star1,"9.6 M, 3.1 M",100,10,0.7661038736102158,0.18819844968670685,9258.283917522183,False
gpt-4o-2024-11-20_11-01_21_46_36,max_velocity_star1,"9.6 M, 3.1 M",100,10,0.9983511001995443,0.18819844968670685,9258.283917522183,False
gpt-4o-2024-11-20_11-01_21_45_16,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",10,9,0.9299670383460149,0.930166241482102,59077455855.83356,False
gpt-4o-2024-11-20_11-01_21_45_16,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",10,10,0.9299670383460149,0.930166241482102,59077455855.83356,False
gpt-4o-2024-11-20_11-01_21_45_16,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",10,12,1.0,0.930166241482102,59077455855.83356,False
gpt-4o-2024-11-20_11-01_21_45_16,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",20,11,0.9299670383460149,0.9301662414821036,59077455855.83356,False
gpt-4o-2024-11-20_11-01_21_45_16,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",20,11,0.9299670383460149,0.9301662414821036,59077455855.83356,False
gpt-4o-2024-11-20_11-01_21_45_16,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",20,11,0.9299670383460149,0.9301662414821036,59077455855.83356,False
gpt-4o-2024-11-20_11-01_21_45_16,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",30,10,0.9299670383460149,0.930166241482102,59077455855.83356,False
gpt-4o-2024-11-20_11-01_21_45_16,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",30,10,0.9299670383460149,0.930166241482102,59077455855.83356,False
gpt-4o-2024-11-20_11-01_21_45_16,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",30,10,0.9299670383460149,0.930166241482102,59077455855.83356,False
gpt-4o-2024-11-20_11-01_21_45_16,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",50,10,0.9299670383460149,0.9301662414821028,59077455855.83356,False
gpt-4o-2024-11-20_11-01_21_45_16,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",50,10,0.9299670383460149,0.9301662414821028,59077455855.83356,False
gpt-4o-2024-11-20_11-01_21_45_16,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",50,11,0.9299670383460149,0.9301662414821028,59077455855.83356,False
gpt-4o-2024-11-20_11-01_21_45_16,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",70,11,0.9299670383460149,0.9301662414821028,59077455855.83356,False
gpt-4o-2024-11-20_11-01_21_45_16,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",70,70,0.9299670383460149,0.9301662414821028,59077455855.83356,False
gpt-4o-2024-11-20_11-01_21_45_16,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",70,11,0.9299670383460149,0.9301662414821028,59077455855.83356,False
gpt-4o-2024-11-20_11-01_21_45_16,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",100,25,0.9299670383460149,0.7285615671422875,59077455855.83356,False
gpt-4o-2024-11-20_11-01_21_45_16,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",100,25,0.9299670383460149,0.7285615671422875,59077455855.83356,False
gpt-4o-2024-11-20_11-01_21_45_16,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",100,11,0.9299670383460149,0.7285615671422875,59077455855.83356,False
claude-3-5-sonnet-20241022_11-01_21_44_53,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",10,10,0.9299670383460061,0.930166241482102,59077455855.83356,False
claude-3-5-sonnet-20241022_11-01_21_44_53,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",10,10,0.9299670383460061,0.930166241482102,59077455855.83356,False
claude-3-5-sonnet-20241022_11-01_21_44_53,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",10,10,0.9299670383460061,0.930166241482102,59077455855.83356,False
claude-3-5-sonnet-20241022_11-01_21_44_53,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",20,20,0.9296700974766698,0.9301662414821036,59077455855.83356,False
claude-3-5-sonnet-20241022_11-01_21_44_53,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",20,20,0.9299670383460149,0.9301662414821036,59077455855.83356,False
claude-3-5-sonnet-20241022_11-01_21_44_53,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",20,20,0.9296700974766698,0.9301662414821036,59077455855.83356,False
claude-3-5-sonnet-20241022_11-01_21_44_53,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",30,30,0.9296700974766698,0.930166241482102,59077455855.83356,False
claude-3-5-sonnet-20241022_11-01_21_44_53,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",30,27,0.9299663187635632,0.930166241482102,59077455855.83356,False
claude-3-5-sonnet-20241022_11-01_21_44_53,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",30,27,0.9299663187635632,0.930166241482102,59077455855.83356,False
claude-3-5-sonnet-20241022_11-01_21_44_53,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",50,30,0.9296700974766698,0.9301662414821028,59077455855.83356,False
claude-3-5-sonnet-20241022_11-01_21_44_53,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",50,40,0.9296700974766698,0.9301662414821028,59077455855.83356,False
claude-3-5-sonnet-20241022_11-01_21_44_53,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",50,39,0.9299663187635632,0.9301662414821028,59077455855.83356,False
claude-3-5-sonnet-20241022_11-01_21_44_53,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",70,40,0.9299670383460061,0.9301662414821028,59077455855.83356,False
claude-3-5-sonnet-20241022_11-01_21_44_53,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",70,40,0.9299670383460061,0.9301662414821028,59077455855.83356,False
claude-3-5-sonnet-20241022_11-01_21_44_53,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",70,39,0.9299663187635632,0.9301662414821028,59077455855.83356,False
claude-3-5-sonnet-20241022_11-01_21_44_53,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",100,39,0.9299663187635632,0.7285615671422875,59077455855.83356,False
claude-3-5-sonnet-20241022_11-01_21_44_53,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",100,30,0.9296700974766698,0.7285615671422875,59077455855.83356,False
claude-3-5-sonnet-20241022_11-01_21_44_53,periastron,"3.1 M, 0.18 M, Elliptical, Single Orbit",100,30,0.9296700974766698,0.7285615671422875,59077455855.83356,False
gpt-4o-2024-11-20_11-01_21_47_46,modified_gravity_power_law,"10.1M, 5.6 M, Modified Gravity 2.03",10,10,43.800008087214145,37.31353141306628,0.029999999999999805,False
gpt-4o-2024-11-20_11-01_21_47_46,modified_gravity_power_law,"10.1M, 5.6 M, Modified Gravity 2.03",10,10,32.33333333333355,37.31353141306628,0.029999999999999805,False
gpt-4o-2024-11-20_11-01_21_47_46,modified_gravity_power_law,"10.1M, 5.6 M, Modified Gravity 2.03",10,10,40.30566419862104,37.31353141306628,0.029999999999999805,False
gpt-4o-2024-11-20_11-01_21_47_46,modified_gravity_power_law,"10.1M, 5.6 M, Modified Gravity 2.03",20,10,31.65473208903174,25.156537469985075,0.029999999999999805,False
gpt-4o-2024-11-20_11-01_21_47_46,modified_gravity_power_law,"10.1M, 5.6 M, Modified Gravity 2.03",20,10,32.33333333333355,25.156537469985075,0.029999999999999805,False
gpt-4o-2024-11-20_11-01_21_47_46,modified_gravity_power_law,"10.1M, 5.6 M, Modified Gravity 2.03",20,20,66.89993901499192,25.156537469985075,0.029999999999999805,False
gpt-4o-2024-11-20_11-01_21_47_46,modified_gravity_power_law,"10.1M, 5.6 M, Modified Gravity 2.03",30,10,27.6215702030171,26.953590316413813,0.029999999999999805,False
gpt-4o-2024-11-20_11-01_21_47_46,modified_gravity_power_law,"10.1M, 5.6 M, Modified Gravity 2.03",30,10,15.686040642988958,26.953590316413813,0.029999999999999805,False
gpt-4o-2024-11-20_11-01_21_47_46,modified_gravity_power_law,"10.1M, 5.6 M, Modified Gravity 2.03",30,10,32.33333333333355,26.953590316413813,0.029999999999999805,False
gpt-4o-2024-11-20_11-01_21_47_46,modified_gravity_power_law,"10.1M, 5.6 M, Modified Gravity 2.03",50,10,32.33333333333355,18.65206579847015,0.029999999999999805,False
gpt-4o-2024-11-20_11-01_21_47_46,modified_gravity_power_law,"10.1M, 5.6 M, Modified Gravity 2.03",50,10,2.78851934812373,18.65206579847015,0.029999999999999805,False
gpt-4o-2024-11-20_11-01_21_47_46,modified_gravity_power_law,"10.1M, 5.6 M, Modified Gravity 2.03",50,10,32.33333333333355,18.65206579847015,0.029999999999999805,False
gpt-4o-2024-11-20_11-01_21_47_46,modified_gravity_power_law,"10.1M, 5.6 M, Modified Gravity 2.03",70,10,15.474952338577227,16.105852036870434,0.029999999999999805,False
gpt-4o-2024-11-20_11-01_21_47_46,modified_gravity_power_law,"10.1M, 5.6 M, Modified Gravity 2.03",70,10,32.33333333333355,16.105852036870434,0.029999999999999805,False
gpt-4o-2024-11-20_11-01_21_47_46,modified_gravity_power_law,"10.1M, 5.6 M, Modified Gravity 2.03",70,10,91.55031567652033,16.105852036870434,0.029999999999999805,False
gpt-4o-2024-11-20_11-01_21_47_46,modified_gravity_power_law,"10.1M, 5.6 M, Modified Gravity 2.03",100,10,32.33333333333355,28.7742405135277,0.029999999999999805,False
gpt-4o-2024-11-20_11-01_21_47_46,modified_gravity_power_law,"10.1M, 5.6 M, Modified Gravity 2.03",100,10,32.33333333333355,28.7742405135277,0.029999999999999805,False
gpt-4o-2024-11-20_11-01_21_47_46,modified_gravity_power_law,"10.1M, 5.6 M, Modified Gravity 2.03",100,10,11.941835073716648,28.7742405135277,0.029999999999999805,False
