time,star1_x,star1_y,star1_z,star2_x,star2_y,star2_z,star1_vx,star1_vy,star1_vz,star2_vx,star2_vy,star2_vz,star1_mass,star2_mass,separation,force,star1_accel,star2_accel,specific_angular_momentum,orbital_period,mean_motion,semimajor_axis,eccentricity,inclination,true_anomaly,mean_anomaly,time_of_pericenter_passage,radial_distance_from_reference
342000.0,71308399770.50395,121805248006.89252,0.0,36568778985.341095,-9327322298.145428,0.0,60622.20493177946,42801.838791030976,0.0,-109336.47675195939,-77196.17353382372,0.0,2.0088899999999998e+31,1.11384e+31,135656154475.5808,8.11505320825474e+29,0.040395707123111475,0.0728565432041832,1.8118433331705696e+16,-9304354.509652983,-6.752951320439235e-07,-165950870620.05734,1.396120447145394,3.141592653589793,1.4551353423419027,0.4050221320656169,-257770.5489742416,135656154475.5808
360000.0,72395954875.21883,122562239548.83087,0.0,34607295671.48035,-10692610614.855686,0.0,60215.741466893225,41319.63763236071,0.0,-108603.39085993243,-74522.91787265056,0.0,2.0088899999999998e+31,1.11384e+31,138509342127.3917,7.784168746777695e+29,0.038748606179420955,0.06988587900216993,1.81184333317057e+16,-10182867.921257772,-6.170349410172353e-07,-176239036331.49982,1.3761338582028915,3.141592653589793,1.4709317222643135,0.38455976929728575,-263238.2377946151,138509342127.3917
378000.0,73476118001.62987,123293147496.52956,0.0,32659144318.489,-12010855306.240799,0.0,59801.19058219339,39902.873961964695,0.0,-107855.71872859879,-71967.68339568631,0.0,2.0088899999999998e+31,1.11384e+31,141326566911.8949,7.476920391200004e+29,0.03721916277745424,0.06712741858076568,1.8118433331705696e+16,-11152303.199122969,-5.63397999049533e-07,-187254277731.42194,1.356897137216799,3.141592653589793,1.4862902220279315,0.36442824221847125,-268839.78791772644,141326566911.8949
396000.0,74548759775.52924,123999108495.66333,0.0,30724558261.991924,-13284106393.964212,0.0,59380.30412030428,38547.03772486183,0.0,-107096.61993126308,-69522.3358966258,0.0,2.0088899999999998e+31,1.11384e+31,144108437396.04834,7.19103755837011e+29,0.03579607424184555,0.06456077675761429,1.81184333317057e+16,-12224941.92902552,-5.139644297419116e-07,-199076458187.26553,1.338363502342918,3.141592653589793,1.5012413705559826,0.34464986159203104,-274571.42799764965,144108437396.04834
414000.0,75613779901.45682,124681181703.04398,0.0,28803718392.015385,-14514274142.990019,0.0,58954.56881980187,37248.02153853462,0.0,-106328.77590714266,-67179.46741771422,0.0,2.0088899999999998e+31,1.11384e+31,146855564370.925,6.924518212713962e+29,0.03446937469305916,0.062167979357124564,1.8118433331705696e+16,-13415245.40881323,-4.6836156296118207e-07,-211797640109.25552,1.3204900906878143,3.141592653589793,1.5158129015905963,0.3252442031838907,-280429.75022877054,146855564370.925
432000.0,76671102777.23634,125340355642.83034,0.0,26896761062.484463,-15703141427.247578,0.0,58525.24794332712,36002.078045248076,0.0,-105554.46504064355,-64932.31933160813,0.0,2.0088899999999998e+31,1.11384e+31,149568556718.62976,6.675591751173633e+29,0.03323025029331438,0.05993312999329916,1.8118433331705696e+16,-14740340.278212756,-4.262578196018018e-07,-225524489527.5702,1.3032375630207167,3.141592653589793,1.5300300736323216,0.3062285933201867,-286411.6730251586,149568556718.62976
450000.0,77720673791.85783,125977554341.43092,0.0,25003784768.256416,-16852374794.36647,0.0,58093.41582009869,34805.78230374601,0.0,-104775.62496124943,-62774.71451211333,0.0,2.0088899999999998e+31,1.11384e+31,152248018198.14804,6.44268768151296e+29,0.03207088333115781,0.0578421288651239,1.81184333317057e+16,-16220636.849728832,-3.8735749806793964e-07,-240381276196.15378,1.2865697534584735,3.141592653589793,1.5439159468207633,0.2876185234827062,-292514.4083108987,152248018198.14804
468000.0,78762456191.38081,126593642826.06293,0.0,23124855797.688175,-17963534382.720634,0.0,57659.986611294065,33655.99859483348,0.0,-103993.90442394109,-60700.9974656818,0.0,2.0088899999999998e+31,1.11384e+31,154894544965.72784,6.2244090976078525e+29,0.03098432018481775,0.0558824346190463,1.8118433331705696e+16,-17880623.64157471,-3.513963177755381e-07,-256513647998.1317,1.2704533587006324,3.141592653589793,1.5574916233271825,0.2694280077858462,-298735.43277692865,154894544965.72784
486000.0,79796428418.64908,127189432061.34924,0.0,21260013030.650764,-19038082824.933437,0.0,57225.73834655113,32549.85108952499,0.0,-103210.706660744,-58705.98142932185,0.0,2.0088899999999998e+31,1.11384e+31,157508723683.14813,6.019510140497415e+29,0.02996435912617125,0.054042861995416004,1.81184333317057e+16,-19749898.480887514,-3.1813760021399535e-07,-274093422663.904,1.2548576620234246,3.141592653589793,1.5707764567219709,0.2516698948339062,-305072.4625590313,157508723683.14813
504000.0,80822581849.55904,127765683389.03212,0.0,19409272021.331013,-20077393255.21864,0.0,56791.33307486084,31484.697896418784,0.0,-102427.2257243026,-56784.90156318387,0.0,2.0088899999999998e+31,1.11384e+31,160091130096.8787,5.826876782578097e+29,0.029005454666896135,0.05231340930993767,1.81184333317057e+16,-21864521.058724545,-2.8736898879714646e-07,-293324731200.29706,1.2397542878194383,3.141592653589793,1.5837882348742136,0.23435614367074908,-311523.43087437586,160091130096.8787
522000.0,81840918862.28674,128323112527.74373,0.0,17572628480.518566,-21082756523.25208,0.0,56357.33381097178,30458.108066084755,0.0,-101644.47705193126,-54933.37347633142,0.0,2.0088899999999998e+31,1.11384e+31,162642327994.5248,5.645510391916478e+29,0.02810263574370164,0.05068511089489045,1.81184333317057e+16,-24268807.995608903,-2.5889962573837327e-07,-314451979356.241,1.2251169829896755,3.141592653589793,1.596543340197906,0.21749807221087458,-318086.4682232642,162642327994.5248
540000.0,82851451186.9355,128862393182.67145,0.0,15750061252.134186,-22055387704.461002,0.0,55924.21882962633,29467.841184511373,0.0,-100863.32324629035,-53147.356422065146,0.0,2.0088899999999998e+31,1.11384e+31,165162868463.46176,5.4745136301825494e+29,0.02725143552002623,0.049149910491475886,1.8118433331705696e+16,-27017745.768033803,-2.3255771821694956e-07,-337770286942.63055,1.2109214219568885,3.141592653589793,1.6090568904483362,0.20110658561947403,-324759.8848207864,165162868463.46176
558000.0,83854198492.04898,129384160308.77228,0.0,13941534862.554527,-22996431985.464294,0.0,55492.393757220125,28511.829235388483,0.0,-100084.49588355773,-51423.12058525422,0.0,2.0088899999999998e+31,1.11384e+31,167653289391.27075,5.313078315850991e+29,0.026447830970590683,0.04770055228624391,1.8118433331705692e+16,-30180279.822832424,-2.0818843775020732e-07,-363639353555.54456,1.1971450324767723,3.141592653589793,1.6213428627678432,0.18519239155653455,-331542.15497181343,167653289391.27075
576000.0,84849187171.75928,129889013065.81053,0.0,12147001708.077007,-23906969993.693977,0.0,55062.2018282161,27588.16045273332,0.0,-99308.61401160403,-49757.21795939401,0.0,2.0088899999999998e+31,1.11384e+31,170114115159.3102,5.1604749477817334e+29,0.025688190731108892,0.04633048685432139,1.81184333317057e+16,-33843867.58484813,-1.856521064392937e-07,-392502138328.5009,1.183766839781075,3.141592653589793,1.6334142032625172,0.16976620901394845,-338431.90314385155,170114115159.3102
594000.0,85836449303.33563,130377517498.81465,0.0,10366403935.055374,-24788022631.79069,0.0,54633.93260751642,26695.064921694597,0.0,-98536.19988141354,-48146.45637662774,0.0,2.0088899999999998e+31,1.11384e+31,172545856490.1307,5.0160436359952956e+29,0.024969229952836125,0.045033789736365154,1.81184333317057e+16,-38120889.28351513,-1.6482263203384043e-07,-424910423091.7394,1.1707673268990193,3.141592653589793,1.6452829240444489,0.1548389776874597,-345427.8915268702,172545856490.1307
612000.0,86816021749.82292,130850208973.48096,0.0,8599675058.355078,-25640555470.02816,0.0,54207.82942663438,25830.901716902335,0.0,-97767.6923587513,-46587.876310841704,0.0,2.0088899999999998e+31,1.11384e+31,174949010416.9605,4.8791862287169126e+29,0.02428797111199176,0.043805090755556574,1.81184333317057e+16,-43157847.331124425,-1.4558616093551776e-07,-461560411528.34296,1.1581283092755381,3.141592653589793,1.6569601893849697,0.14042207551647934,-352529.0088985469,174949010416.9605
630000.0,87787945386.51868,131307594392.512,0.0,6846741356.457398,-26465482743.6377,0.0,53784.09573828902,24994.147395050844,0.0,-97003.45838512841,-45078.730123216694,0.0,2.0088899999999998e+31,1.11384e+31,177324060349.53476,4.749359459412436e+29,0.02364170989657192,0.0426395124920315,1.8118433331705696e+16,-49148850.19303673,-1.2783992468799952e-07,-503343282654.39484,1.1458328220415244,3.141592653589793,1.668456392382593,0.12652755334112342,-359734.2606382262,177324060349.53476
648000.0,88752264433.39267,131750154215.79572,0.0,5107523075.488233,-27263670996.345833,0.0,53362.90055891454,24183.3856820465,0.0,-96243.80279375658,-43616.46346226243,0.0,2.0088899999999998e+31,1.11384e+31,179671476215.41998,4.626068966038704e+29,0.023027985434935234,0.041532616588008185,1.8118433331705696e+16,-56355854.43486901,-1.1149126155901199e-07,-551418579027.9089,1.133865018497005,3.141592653589793,1.6797812233465654,0.11316839782131005,-367042.75975395786,179671476215.41998
666000.0,89709025878.33823,132178344304.6465,0.0,3381935469.4256945,-28035942406.594563,0.0,52944.38313992066,23397.29821550453,0.0,-95488.97673449977,-42198.69856724923,0.0,2.0088899999999998e+31,1.11384e+31,181991714659.92706,4.508864058246783e+29,0.022444554247603322,0.04048035676799885,1.8118433331705696e+16,-65139888.98959086,-9.645680096543638e-08,-607323442449.9169,1.1222100785468305,3.141592653589793,1.6909437309264561,0.10035883726852468,-374453.7188050237,181991714659.92706
684000.0,90658278978.46072,132592597607.98558,0.0,1669889699.5618937,-28783077828.68828,0.0,52528.65698508589,22634.65622107074,0.0,-94739.1849195299,-40823.21925585972,0.0,2.0088899999999998e+31,1.11384e+31,184285219290.90118,4.397333127739857e+29,0.021889367400603602,0.0394790376332315,1.8118433331705696e+16,-76010743.77601847,-8.266180535865172e-08,-673139935970.6687,1.1108541259836835,3.141592653589793,1.7019523768742397,0.08811471059852138,-381966.4426177277,184285219290.90118
702000.0,91600074828.54303,132993325706.29274,0.0,-28706387.193674088,-29505819577.420822,0.0,52115.813312206046,21894.313016351905,0.0,-93994.59186665734,-39487.957404491826,0.0,2.0088899999999998e+31,1.11384e+31,186552420957.27084,4.2910996131459924e+29,0.02136055041911699,0.03852527843447885,1.81184333317057e+16,-89708947.21660262,-7.00396727654022e-08,-751759991585.5203,1.0997841536481148,3.141592653589793,1.7128150852036477,0.07645392852939192,-389580.32170530735,186552420957.27087
720000.0,92534465987.44632,133380920227.37077,0.0,-1713947584.501388,-30204873981.507984,0.0,51705.92404125455,21175.197249491925,0.0,-93255.32728869125,-38190.98075354793,0.0,2.0088899999999998e+31,1.11384e+31,188793738052.34784,4.189818444221152e+29,0.020856385587170786,0.03761598114829017,1.8118433331705704e+16,-107346863.54177791,-5.8531615176015436e-08,-847321595803.128,1.0889879556125759,3.141592653589793,1.7235392864081902,0.06539707081197843,-397294.8263142414,188793738052.3478
738000.0,93461506154.56378,133755754146.39734,0.0,-3385930743.052535,-30880913728.323757,0.0,51299.04437819978,20476.306790914834,0.0,-92521.49075353889,-36930.48189075711,0.0,2.0088899999999998e+31,1.11384e+31,191009576834.58963,4.093172901434525e+29,0.02037529631505222,0.0367483022825049,1.81184333317057e+16,-130664099.54146655,-4.8086546566569367e-08,-965960918022.5522,1.078454065638513,3.141592653589793,1.734131957311389,0.05496818825191063,-405109.50102882297,191009576834.58963
756000.0,94381249889.5882,134118182981.36342,0.0,-5044754265.1501465,-31534580019.959003,0.0,50895.21505275865,19796.703206716,0.0,-91793.155720154,-35704.76828354135,0.0,2.0088899999999998e+31,1.11384e+31,193200331759.9386,4.000871836399545e+29,0.019915833302966042,0.035919627921420894,1.8118433331705696e+16,-162518955.62403238,-3.866124590238546e-08,-1117184026449.6243,1.0681717012444651,3.141592653589793,1.744599657047722,0.04519592277847995,-413023.9598742917,193200331759.9386
774000.0,95293752369.81987,134468545893.79016,0.0,-6690517666.996545,-32166484558.44296,0.0,50494.46425933219,19135.50675083146,0.0,-91070.3730391527,-34512.2532470353,0.0,2.0088899999999998e+31,1.11384e+31,195366385820.99774,3.9126472065184814e+29,0.01947666226880756,0.03512755159195649,1.8118433331705696e+16,-207908480.89962438,-3.0220918742670385e-08,-1316548428802.3425,1.0581307128006572,3.141592653589793,1.7549485596086463,0.036115142722287885,-421037.8818660774,195366385820.99774
792000.0,96199069180.05794,134807166703.55356,0.0,-8323321199.747341,-32777211376.05196,0.0,50096.809342839675,18491.891820634235,0.0,-90353.17399333585,-33351.4477479296,0.0,2.0088899999999998e+31,1.11384e+31,197508110889.24066,3.828251883865678e+29,0.019056553041060874,0.034369854591913364,1.81184333317057e+16,-276300581.8119267,-2.2740398395022012e-08,-1591389794347.5134,1.0483215371332604,3.141592653589793,1.7651844833330266,0.027769460398728185,-429151.00695891026,197508110889.24066
810000.0,97097256130.8107,135134354825.71013,0.0,-9943265521.640738,-33367318524.941463,0.0,49702.25826487342,17865.082827151287,0.0,-89641.57294200386,-32220.952956112134,0.0,2.0088899999999998e+31,1.11384e+31,199625868057.22,3.7474577039563316e+29,0.018654369845817004,0.033644488471919955,1.81184333317057e+16,-387695660.59296894,-1.6206488609053922e-08,-1994570213128.542,1.038735155180653,3.141592653589793,1.7753129176740057,0.020215376395865903,-437363.132355036,199625868057.22
828000.0,97988369101.14928,135450406136.39081,0.0,-11550451414.572807,-33937339638.847713,0.0,49310.810880322206,17254.350436799814,0.0,-88935.56962343828,-31119.453466371087,0.0,2.0088899999999998e+31,1.11384e+31,201720007978.36694,3.670053724807645e+29,0.018269062640600756,0.03294955940536922,1.81184333317057e+16,-591491712.3906729,-1.0622609202391698e-08,-2643348827599.536,1.0293630532958298,3.141592653589793,1.7853390475335633,0.013529742312551107,-445674.1091355174,201720007978.3669
846000.0,98872463903.03041,135755603774.10071,0.0,-13144979539.394144,-34487785378.288765,0.0,48922.460050178495,16659.008146521537,0.0,-88235.15116192907,-30045.71112140491,0.0,2.0088899999999998e+31,1.11384e+31,203790871202.48712,3.5958446707396865e+29,0.017899659367808525,0.032283314216940376,1.8118433331705696e+16,-1043910120.4980922,-6.018894906566881e-09,-3860386376512.4194,1.020197187834475,3.141592653589793,1.7952677754207933,0.007825067997766055,-454083.83918262506,203790871202.48715
864000.0,99749596164.34302,136050218882.11523,0.0,-14726950224.975807,-35019144769.52927,0.0,48537.19261251179,16078.409158546481,0.0,-87540.29381899448,-28998.559375235607,0.0,2.0088899999999998e+31,1.11384e+31,205838788505.48175,3.524649538801529e+29,0.01754525901767409,0.03164412787116219,1.81184333317057e+16,-2534723694.684503,-2.478844270227905e-09,-6973901119978.711,1.0112299527080852,3.141592653589793,1.8051037416594529,0.003288415653281085,-462592.2723650986,205838788505.48175
882000.0,100619821228.29895,136334511297.09169,0.0,-16296463286.753479,-35531886446.54037,0.0,48154.990230438074,15511.943524828615,0.0,-86850.96452275438,-27976.89814299446,0.0,2.0088899999999998e+31,1.11384e+31,207864081212.1638,3.456300348641442e+29,0.017205025405280742,0.031030492248809907,1.8118433331705696e+16,-24974378136.17577,-2.51585255613564e-10,-32051755735525.83,1.00245414961654,3.141592653589793,1.8148513428438378,0.0003404450179420593,-471199.4039608643,207864081212.1638
900000.0,101483194067.1033,136608730188.50552,0.0,-17853617871.02559,-36026459804.26888,0.0,47775.830133247284,14959.035534536442,0.0,-86167.12220460671,-26979.689089074647,0.0,2.0088899999999998e+31,1.11384e+31,209867061511.32355,3.390641019147767e+29,0.01687818157862186,0.030441006061443,1.81184333317057e+16,6356364499.176893,9.884872568263222e-10,12872450523511.83,0.9938629607053494,3.141592653589793,1.8245147487190518,0.0013640187772914203,-479905.27229566127,209867061511.32355
918000.0,102339769208.10905,136873114653.06946,0.0,-19398512321.768124,-36503296070.71454,0.0,47399.68576458799,14419.141320914767,0.0,-85488.71896827478,-26005.951310935554,0.0,2.0088899999999998e+31,1.11384e+31,211848032762.4259,3.327526357336647e+29,0.01656400478541208,0.029874365773689647,1.8118433331705704e+16,1752281123.597826,3.5857176240526966e-09,5452444128201.861,0.9854499234199794,3.141592653589793,1.8340979176416408,0.00504406468322216,-488709.95657526865,211848032762.4259
936000.0,103189600670.8939,137127894267.89029,0.0,-20931244067.14793,-36962809304.58783,0.0,47026.52734968451,13891.746666413037,0.0,-84815.70111282385,-25054.75738049493,0.0,2.0088899999999998e+31,1.11384e+31,213807289793.50897,3.266821146809161e+29,0.01626182193554232,0.029329357419460255,1.8118433331705696e+16,899422092.1091723,6.98580273077941e-09,3495406875290.0254,0.9772089073536495,3.141592653589793,1.8436046107591046,0.010014941626399931,-497613.57489722804,213807289793.50897
954000.0,104032741913.89665,137373289605.75966,0.0,-22451909523.2779,-37405397324.67365,0.0,46656.32239192265,13376.364987246636,0.0,-84148.01002828908,-24125.229709141247,0.0,2.0088899999999998e+31,1.11384e+31,215745119190.00616,3.2083993246899106e+29,0.015971005503984344,0.028804849212543192,1.8118433331705696e+16,574193938.9282309,1.0942618654086713e-08,2591559025943.93,0.9691340929061991,3.141592653589793,1.8530384050313877,0.015982966978497437,-506616.2824223554,215745119190.00616
972000.0,104869245789.42468,137609512715.6541,0.0,-23960604013.06952,-37831442576.44758,0.0,46289.03610774153,12872.535480560318,0.0,-83485.58298003383,-23216.537206010566,0.0,2.0088899999999998e+31,1.11384e+31,217661799574.33606,3.152143237330454e+29,0.015690969825776693,0.02829978486434725,1.8118433331705696e+16,410192895.01507205,1.5317635638103186e-08,2071003302336.7314,0.9612199515903942,3.141592653589793,1.8624027052040812,0.02278832638732098,-515718.26969392016,217661799574.33606
990000.0,105699164505.9929,137836767571.2334,0.0,-25457421698.30862,-38241312940.97451,0.0,45924.63180757161,12379.821419131658,0.0,-82828.3537957988,-22327.892202362447,0.0,2.0088899999999998e+31,1.11384e+31,219557601876.20456,3.0979429662465228e+29,0.015421167740625534,0.027813177532199626,1.81184333317057e+16,313877751.4289209,2.001793780723717e-08,1732589683535.5964,0.9534612278386779,3.141592653589793,1.8717007548312026,0.03032556956047383,-524919.7610909862,219557601876.20456
1008000.0,106522549597.08519,138055250489.86896,0.0,-26942455523.31437,-38635362490.6565,0.0,45563.07122953403,11897.808580116727,0.0,-82176.25346755245,-21458.54761771052,0.0,2.0088899999999998e+31,1.11384e+31,221432789593.64197,3.0456957167850574e+29,0.015161087549766576,0.027344104330829004,1.81184333317057e+16,251572146.82320538,2.4975679488060148e-08,1494962869632.835,0.9458529221781607,3.141592653589793,1.8809356464350824,0.03851801773054042,-534221.0134044182,221432789593.64197
1026000.0,107339451895.54161,138265150524.5044,0.0,-28415797168.744686,-39013932195.981125,0.0,45204.31483173498,11426.103795725609,0.0,-81529.21067866487,-20607.794345862254,0.0,2.0088899999999998e+31,1.11384e+31,223287619044.86142,2.9953052629085915e+29,0.014910250252172054,0.026891701347667454,1.8118433331705696e+16,208475188.83612323,3.013876779417924e-08,1318939737077.297,0.9383902756547592,3.141592653589793,1.8901103308816474,0.047306482462035504,-543622.3145251358,223287619044.86142
